agent_id,box_x,box_y,box_size,pheromone
pipuck7,-8.77734,3.69141,0.164062,0.537875,
pipuck7,-8.61328,3.69141,0.164062,0.509227,
pipuck7,-9.10547,3.52734,0.164062,0.547463,
pipuck7,-8.94141,3.52734,0.164062,0.547463,
pipuck7,-9.10547,3.36328,0.164062,0.568071,
pipuck7,-8.94141,3.36328,0.164062,0.568071,
pipuck7,-8.77734,3.52734,0.164062,0.549823,
pipuck7,-8.61328,3.52734,0.164062,0.508478,
pipuck7,-8.77734,3.36328,0.164062,0.558372,
pipuck7,-8.61328,3.36328,0.164062,0.540799,
pipuck7,-8.44922,3.85547,0.164062,0.287868,
pipuck7,-8.44922,3.69141,0.164062,0.500356,
pipuck7,-8.28516,3.69141,0.164062,0.5,
pipuck7,-8.12109,3.69141,0.164062,0.500175,
pipuck7,-7.95703,3.69141,0.164062,0.299926,
pipuck7,-8.44922,3.52734,0.164062,0.505975,
pipuck7,-8.28516,3.52734,0.164062,0.505676,
pipuck7,-8.44922,3.36328,0.164062,0.489461,
pipuck7,-8.28516,3.36328,0.164062,0.502939,
pipuck7,-8.03906,3.44531,0.328125,0.497422,
pipuck7,-9.02344,3.11719,0.328125,0.555383,
pipuck7,-8.77734,3.19922,0.164062,0.565511,
pipuck7,-8.61328,3.19922,0.164062,0.268786,
pipuck7,-8.77734,3.03516,0.164062,0.565641,
pipuck7,-8.61328,3.03516,0.164062,0.547888,
pipuck7,-9.02344,2.78906,0.328125,0.555904,
pipuck7,-8.69531,2.78906,0.328125,0.555904,
pipuck7,-8.44922,3.19922,0.164062,0.278895,
pipuck7,-8.28516,3.19922,0.164062,0.534066,
pipuck7,-8.44922,3.03516,0.164062,0.555733,
pipuck7,-8.28516,3.03516,0.164062,0.589977,
pipuck7,-8.12109,3.19922,0.164062,0.271743,
pipuck7,-7.95703,3.19922,0.164062,0.27945,
pipuck7,-8.12109,3.03516,0.164062,0.539831,
pipuck7,-7.95703,3.03516,0.164062,0.562085,
pipuck7,-8.44922,2.87109,0.164062,0.515987,
pipuck7,-8.28516,2.87109,0.164062,0.473722,
pipuck7,-8.44922,2.70703,0.164062,0.56789,
pipuck7,-8.28516,2.70703,0.164062,0.564848,
pipuck7,-8.12109,2.87109,0.164062,0.593351,
pipuck7,-7.95703,2.87109,0.164062,0.587735,
pipuck7,-8.12109,2.70703,0.164062,0.604414,
pipuck7,-7.95703,2.70703,0.164062,0.59393,
pipuck7,-7.62891,4.67578,0.164062,0.5,
pipuck7,-7.46484,4.83984,0.164062,0.233294,
pipuck7,-7.30078,4.83984,0.164062,0.234016,
pipuck7,-7.46484,4.67578,0.164062,0.229054,
pipuck7,-7.30078,4.67578,0.164062,0.231283,
pipuck7,-7.13672,4.83984,0.164062,0.229991,
pipuck7,-6.97266,4.83984,0.164062,0.235263,
pipuck7,-7.13672,4.67578,0.164062,0.293243,
pipuck7,-6.97266,4.67578,0.164062,0.297217,
pipuck7,-6.80859,4.83984,0.164062,0.235922,
pipuck7,-6.64453,4.83984,0.164062,0.238771,
pipuck7,-6.80859,4.67578,0.164062,0.450022,
pipuck7,-6.64453,4.67578,0.164062,0.545967,
pipuck7,-7.62891,4.51172,0.164062,0.265414,
pipuck7,-7.62891,4.34766,0.164062,0.5,
pipuck7,-7.46484,4.51172,0.164062,0.229072,
pipuck7,-7.30078,4.51172,0.164062,0.564841,
pipuck7,-7.46484,4.34766,0.164062,0.228666,
pipuck7,-7.30078,4.34766,0.164062,0.526027,
pipuck7,-7.62891,4.18359,0.164062,0.457586,
pipuck7,-7.62891,4.01953,0.164062,0.491227,
pipuck7,-7.46484,4.18359,0.164062,0.22944,
pipuck7,-7.30078,4.18359,0.164062,0.588398,
pipuck7,-7.46484,4.01953,0.164062,0.231443,
pipuck7,-7.30078,4.01953,0.164062,0.562992,
pipuck7,-6.89062,4.26562,0.65625,0.599115,
pipuck7,-6.48047,5.00391,0.164062,0.470387,
pipuck7,-6.31641,5.00391,0.164062,0.2998,
pipuck7,-5.98828,5.00391,0.164062,0.5,
pipuck7,-6.48047,4.83984,0.164062,0.264428,
pipuck7,-6.31641,4.83984,0.164062,0.26383,
pipuck7,-6.48047,4.67578,0.164062,0.249132,
pipuck7,-6.31641,4.67578,0.164062,0.504442,
pipuck7,-6.15234,4.83984,0.164062,0.230976,
pipuck7,-5.98828,4.83984,0.164062,0.236701,
pipuck7,-6.15234,4.67578,0.164062,0.46228,
pipuck7,-5.98828,4.67578,0.164062,0.564446,
pipuck7,-5.82422,5.00391,0.164062,0.5,
pipuck7,-5.82422,4.83984,0.164062,0.236701,
pipuck7,-5.66016,4.83984,0.164062,0.251397,
pipuck7,-5.82422,4.67578,0.164062,0.244832,
pipuck7,-5.66016,4.67578,0.164062,0.237127,
pipuck7,-5.49609,4.83984,0.164062,0.299997,
pipuck7,-5.49609,4.67578,0.164062,0.258598,
pipuck7,-6.39844,4.42969,0.328125,0.610311,
pipuck7,-6.15234,4.51172,0.164062,0.590858,
pipuck7,-5.98828,4.51172,0.164062,0.590424,
pipuck7,-6.15234,4.34766,0.164062,0.586392,
pipuck7,-5.98828,4.34766,0.164062,0.504501,
pipuck7,-6.39844,4.10156,0.328125,0.612185,
pipuck7,-6.15234,4.18359,0.164062,0.493229,
pipuck7,-5.98828,4.18359,0.164062,0.516355,
pipuck7,-6.15234,4.01953,0.164062,0.215229,
pipuck7,-5.98828,4.01953,0.164062,0.237875,
pipuck7,-5.82422,4.51172,0.164062,0.568535,
pipuck7,-5.66016,4.51172,0.164062,0.236788,
pipuck7,-5.82422,4.34766,0.164062,0.295229,
pipuck7,-5.66016,4.34766,0.164062,0.277136,
pipuck7,-5.49609,4.51172,0.164062,0.265535,
pipuck7,-5.49609,4.34766,0.164062,0.299998,
pipuck7,-5.82422,4.18359,0.164062,0.513859,
pipuck7,-5.66016,4.18359,0.164062,0.238107,
pipuck7,-5.82422,4.01953,0.164062,0.258185,
pipuck7,-5.66016,4.01953,0.164062,0.298185,
pipuck7,-5.49609,4.18359,0.164062,0.5,
pipuck7,-5.49609,4.01953,0.164062,0.3,
pipuck7,-7.62891,3.85547,0.164062,0.235625,
pipuck7,-7.79297,3.69141,0.164062,0.500247,
pipuck7,-7.62891,3.69141,0.164062,0.243903,
pipuck7,-7.46484,3.85547,0.164062,0.248742,
pipuck7,-7.30078,3.85547,0.164062,0.553229,
pipuck7,-7.46484,3.69141,0.164062,0.474219,
pipuck7,-7.30078,3.69141,0.164062,0.564625,
pipuck7,-7.79297,3.52734,0.164062,0.499688,
pipuck7,-7.62891,3.52734,0.164062,0.237989,
pipuck7,-7.79297,3.36328,0.164062,0.496725,
pipuck7,-7.62891,3.36328,0.164062,0.488032,
pipuck7,-7.46484,3.52734,0.164062,0.249828,
pipuck7,-7.30078,3.52734,0.164062,0.57609,
pipuck7,-7.46484,3.36328,0.164062,0.234354,
pipuck7,-7.30078,3.36328,0.164062,0.588772,
pipuck7,-6.89062,3.60938,0.65625,0.600875,
pipuck7,-7.79297,3.19922,0.164062,0.292614,
pipuck7,-7.62891,3.19922,0.164062,0.474864,
pipuck7,-7.79297,3.03516,0.164062,0.593003,
pipuck7,-7.62891,3.03516,0.164062,0.560888,
pipuck7,-7.46484,3.19922,0.164062,0.528811,
pipuck7,-7.30078,3.19922,0.164062,0.578977,
pipuck7,-7.46484,3.03516,0.164062,0.541913,
pipuck7,-7.30078,3.03516,0.164062,0.600124,
pipuck7,-7.79297,2.87109,0.164062,0.55015,
pipuck7,-7.62891,2.87109,0.164062,0.594418,
pipuck7,-7.79297,2.70703,0.164062,0.535983,
pipuck7,-7.62891,2.70703,0.164062,0.586405,
pipuck7,-7.38281,2.78906,0.328125,0.602815,
pipuck7,-6.89062,2.95312,0.65625,0.603708,
pipuck7,-6.39844,3.77344,0.328125,0.615381,
pipuck7,-6.15234,3.85547,0.164062,0.635023,
pipuck7,-5.98828,3.85547,0.164062,0.46456,
pipuck7,-6.15234,3.69141,0.164062,0.642614,
pipuck7,-5.98828,3.69141,0.164062,0.639277,
pipuck7,-6.39844,3.44531,0.328125,0.615381,
pipuck7,-6.07031,3.44531,0.328125,0.615381,
pipuck7,-5.82422,3.85547,0.164062,0.298343,
pipuck7,-5.66016,3.85547,0.164062,0.251465,
pipuck7,-5.82422,3.69141,0.164062,0.583916,
pipuck7,-5.66016,3.69141,0.164062,0.483462,
pipuck7,-5.49609,3.85547,0.164062,0.298188,
pipuck7,-5.49609,3.69141,0.164062,0.273435,
pipuck7,-5.82422,3.52734,0.164062,0.594989,
pipuck7,-5.66016,3.52734,0.164062,0.233593,
pipuck7,-5.82422,3.36328,0.164062,0.640977,
pipuck7,-5.66016,3.36328,0.164062,0.235136,
pipuck7,-5.49609,3.52734,0.164062,0.235631,
pipuck7,-5.49609,3.36328,0.164062,0.251001,
pipuck7,-5.33203,3.36328,0.164062,0.5,
pipuck7,-6.23438,2.95312,0.65625,0.603206,
pipuck7,-5.82422,3.19922,0.164062,0.629078,
pipuck7,-5.66016,3.19922,0.164062,0.45439,
pipuck7,-5.82422,3.03516,0.164062,0.62135,
pipuck7,-5.66016,3.03516,0.164062,0.493765,
pipuck7,-5.49609,3.19922,0.164062,0.240114,
pipuck7,-5.33203,3.19922,0.164062,0.5,
pipuck7,-5.49609,3.03516,0.164062,0.242897,
pipuck7,-5.33203,3.03516,0.164062,0.3,
pipuck7,-5.82422,2.87109,0.164062,0.635005,
pipuck7,-5.66016,2.87109,0.164062,0.531166,
pipuck7,-5.82422,2.70703,0.164062,0.636514,
pipuck7,-5.66016,2.70703,0.164062,0.534844,
pipuck7,-5.49609,2.87109,0.164062,0.23117,
pipuck7,-5.33203,2.87109,0.164062,0.298044,
pipuck7,-5.49609,2.70703,0.164062,0.218936,
pipuck7,-5.33203,2.70703,0.164062,0.21504,
pipuck7,-10.418,2.54297,0.164062,0.499903,
pipuck7,-10.2539,2.54297,0.164062,0.278661,
pipuck7,-10.418,2.37891,0.164062,0.499901,
pipuck7,-10.2539,2.37891,0.164062,0.298881,
pipuck7,-10.0898,2.54297,0.164062,0.269712,
pipuck7,-9.92578,2.54297,0.164062,0.491518,
pipuck7,-10.0898,2.37891,0.164062,0.268867,
pipuck7,-9.92578,2.37891,0.164062,0.295079,
pipuck7,-10.418,2.21484,0.164062,0.499957,
pipuck7,-10.2539,2.21484,0.164062,0.278791,
pipuck7,-10.418,2.05078,0.164062,0.499943,
pipuck7,-10.2539,2.05078,0.164062,0.299749,
pipuck7,-10.0898,2.21484,0.164062,0.296722,
pipuck7,-9.92578,2.21484,0.164062,0.286116,
pipuck7,-10.0898,2.05078,0.164062,0.481676,
pipuck7,-9.92578,2.05078,0.164062,0.284209,
pipuck7,-9.76172,2.54297,0.164062,0.560501,
pipuck7,-9.59766,2.54297,0.164062,0.561539,
pipuck7,-9.76172,2.37891,0.164062,0.565778,
pipuck7,-9.59766,2.37891,0.164062,0.551997,
pipuck7,-9.35156,2.46094,0.328125,0.55295,
pipuck7,-9.67969,2.13281,0.328125,0.552752,
pipuck7,-9.35156,2.13281,0.328125,0.556114,
pipuck7,-10.418,1.88672,0.164062,0.500066,
pipuck7,-10.2539,1.88672,0.164062,0.279147,
pipuck7,-10.418,1.72266,0.164062,0.299857,
pipuck7,-10.2539,1.72266,0.164062,0.274817,
pipuck7,-10.0898,1.88672,0.164062,0.290368,
pipuck7,-9.92578,1.88672,0.164062,0.295978,
pipuck7,-10.0898,1.72266,0.164062,0.27949,
pipuck7,-9.92578,1.72266,0.164062,0.262597,
pipuck7,-10.418,1.55859,0.164062,0.299048,
pipuck7,-10.2539,1.55859,0.164062,0.489432,
pipuck7,-10.418,1.39453,0.164062,0.299565,
pipuck7,-10.2539,1.39453,0.164062,0.29738,
pipuck7,-10.0898,1.55859,0.164062,0.269395,
pipuck7,-9.92578,1.55859,0.164062,0.271411,
pipuck7,-10.0898,1.39453,0.164062,0.276383,
pipuck7,-9.92578,1.39453,0.164062,0.268952,
pipuck7,-9.76172,1.88672,0.164062,0.550231,
pipuck7,-9.59766,1.88672,0.164062,0.554756,
pipuck7,-9.76172,1.72266,0.164062,0.527688,
pipuck7,-9.59766,1.72266,0.164062,0.56557,
pipuck7,-9.35156,1.80469,0.328125,0.556219,
pipuck7,-9.76172,1.55859,0.164062,0.266261,
pipuck7,-9.59766,1.55859,0.164062,0.50538,
pipuck7,-9.76172,1.39453,0.164062,0.480746,
pipuck7,-9.59766,1.39453,0.164062,0.53903,
pipuck7,-9.43359,1.55859,0.164062,0.533362,
pipuck7,-9.26953,1.55859,0.164062,0.525095,
pipuck7,-9.43359,1.39453,0.164062,0.296705,
pipuck7,-9.26953,1.39453,0.164062,0.2945,
pipuck7,-8.85938,2.29688,0.65625,0.552297,
pipuck7,-8.36719,2.46094,0.328125,0.559672,
pipuck7,-8.12109,2.54297,0.164062,0.559672,
pipuck7,-7.95703,2.54297,0.164062,0.602389,
pipuck7,-8.12109,2.37891,0.164062,0.559672,
pipuck7,-7.95703,2.37891,0.164062,0.598664,
pipuck7,-8.36719,2.13281,0.328125,0.559672,
pipuck7,-8.03906,2.13281,0.328125,0.559672,
pipuck7,-9.02344,1.80469,0.328125,0.556325,
pipuck7,-8.77734,1.88672,0.164062,0.564635,
pipuck7,-8.61328,1.88672,0.164062,0.566693,
pipuck7,-8.77734,1.72266,0.164062,0.552796,
pipuck7,-8.61328,1.72266,0.164062,0.566783,
pipuck7,-9.10547,1.55859,0.164062,0.540204,
pipuck7,-8.94141,1.55859,0.164062,0.565272,
pipuck7,-9.10547,1.39453,0.164062,0.275899,
pipuck7,-8.94141,1.39453,0.164062,0.487929,
pipuck7,-8.77734,1.55859,0.164062,0.548091,
pipuck7,-8.61328,1.55859,0.164062,0.548787,
pipuck7,-8.77734,1.39453,0.164062,0.521648,
pipuck7,-8.61328,1.39453,0.164062,0.4837,
pipuck7,-8.36719,1.80469,0.328125,0.545565,
pipuck7,-8.12109,1.88672,0.164062,0.555167,
pipuck7,-7.95703,1.88672,0.164062,0.558339,
pipuck7,-8.12109,1.72266,0.164062,0.555691,
pipuck7,-7.95703,1.72266,0.164062,0.531375,
pipuck7,-8.44922,1.55859,0.164062,0.546645,
pipuck7,-8.28516,1.55859,0.164062,0.554735,
pipuck7,-8.44922,1.39453,0.164062,0.519413,
pipuck7,-8.28516,1.39453,0.164062,0.540517,
pipuck7,-8.12109,1.55859,0.164062,0.547592,
pipuck7,-7.95703,1.55859,0.164062,0.540134,
pipuck7,-8.12109,1.39453,0.164062,0.507804,
pipuck7,-7.95703,1.39453,0.164062,0.287269,
pipuck7,-10.418,1.23047,0.164062,0.299068,
pipuck7,-10.2539,1.23047,0.164062,0.297311,
pipuck7,-10.418,1.06641,0.164062,0.5,
pipuck7,-10.2539,1.06641,0.164062,0.297448,
pipuck7,-10.0898,1.23047,0.164062,0.275219,
pipuck7,-9.92578,1.23047,0.164062,0.287078,
pipuck7,-10.0898,1.06641,0.164062,0.297874,
pipuck7,-9.92578,1.06641,0.164062,0.299166,
pipuck7,-10.418,0.902344,0.164062,0.299989,
pipuck7,-10.2539,0.902344,0.164062,0.297371,
pipuck7,-10.418,0.738281,0.164062,0.299991,
pipuck7,-10.2539,0.738281,0.164062,0.297361,
pipuck7,-10.0898,0.902344,0.164062,0.298794,
pipuck7,-9.92578,0.902344,0.164062,0.299232,
pipuck7,-10.0898,0.738281,0.164062,0.4993,
pipuck7,-9.92578,0.738281,0.164062,0.498302,
pipuck7,-9.76172,1.23047,0.164062,0.280094,
pipuck7,-9.59766,1.23047,0.164062,0.478684,
pipuck7,-9.76172,1.06641,0.164062,0.276509,
pipuck7,-9.59766,1.06641,0.164062,0.527531,
pipuck7,-9.43359,1.23047,0.164062,0.298694,
pipuck7,-9.26953,1.23047,0.164062,0.280477,
pipuck7,-9.43359,1.06641,0.164062,0.525319,
pipuck7,-9.26953,1.06641,0.164062,0.49692,
pipuck7,-9.76172,0.902344,0.164062,0.495523,
pipuck7,-9.59766,0.902344,0.164062,0.508587,
pipuck7,-9.76172,0.738281,0.164062,0.503264,
pipuck7,-9.59766,0.738281,0.164062,0.511198,
pipuck7,-9.43359,0.902344,0.164062,0.47977,
pipuck7,-9.26953,0.902344,0.164062,0.511126,
pipuck7,-9.43359,0.738281,0.164062,0.511126,
pipuck7,-9.26953,0.738281,0.164062,0.511126,
pipuck7,-10.418,0.574219,0.164062,0.299991,
pipuck7,-10.2539,0.574219,0.164062,0.29753,
pipuck7,-10.418,0.410156,0.164062,0.299998,
pipuck7,-10.2539,0.410156,0.164062,0.297454,
pipuck7,-10.0898,0.574219,0.164062,0.299137,
pipuck7,-9.92578,0.574219,0.164062,0.498777,
pipuck7,-10.0898,0.410156,0.164062,0.299565,
pipuck7,-9.92578,0.410156,0.164062,0.298649,
pipuck7,-10.418,0.246094,0.164062,0.297626,
pipuck7,-10.2539,0.246094,0.164062,0.29739,
pipuck7,-10.418,0.0820312,0.164062,0.299994,
pipuck7,-10.2539,0.0820312,0.164062,0.299131,
pipuck7,-10.0898,0.246094,0.164062,0.499315,
pipuck7,-9.92578,0.246094,0.164062,0.297224,
pipuck7,-10.0898,0.0820312,0.164062,0.499468,
pipuck7,-9.92578,0.0820312,0.164062,0.298296,
pipuck7,-9.76172,0.574219,0.164062,0.504501,
pipuck7,-9.59766,0.574219,0.164062,0.50598,
pipuck7,-9.76172,0.410156,0.164062,0.504501,
pipuck7,-9.59766,0.410156,0.164062,0.505969,
pipuck7,-9.35156,0.492188,0.328125,0.511488,
pipuck7,-9.76172,0.246094,0.164062,0.498976,
pipuck7,-9.59766,0.246094,0.164062,0.504704,
pipuck7,-9.76172,0.0820312,0.164062,0.503618,
pipuck7,-9.59766,0.0820312,0.164062,0.504549,
pipuck7,-9.43359,0.246094,0.164062,0.508766,
pipuck7,-9.26953,0.246094,0.164062,0.508766,
pipuck7,-9.43359,0.0820312,0.164062,0.504651,
pipuck7,-9.26953,0.0820312,0.164062,0.504651,
pipuck7,-9.10547,1.23047,0.164062,0.497453,
pipuck7,-8.94141,1.23047,0.164062,0.275004,
pipuck7,-9.10547,1.06641,0.164062,0.511433,
pipuck7,-8.94141,1.06641,0.164062,0.487335,
pipuck7,-8.77734,1.23047,0.164062,0.486589,
pipuck7,-8.61328,1.23047,0.164062,0.496585,
pipuck7,-8.77734,1.06641,0.164062,0.511077,
pipuck7,-8.61328,1.06641,0.164062,0.511077,
pipuck7,-9.02344,0.820312,0.328125,0.511077,
pipuck7,-8.69531,0.820312,0.328125,0.511077,
pipuck7,-8.44922,1.23047,0.164062,0.5329,
pipuck7,-8.28516,1.23047,0.164062,0.50732,
pipuck7,-8.44922,1.06641,0.164062,0.526505,
pipuck7,-8.28516,1.06641,0.164062,0.526505,
pipuck7,-8.12109,1.23047,0.164062,0.490509,
pipuck7,-7.95703,1.23047,0.164062,0.532535,
pipuck7,-8.12109,1.06641,0.164062,0.518154,
pipuck7,-7.95703,1.06641,0.164062,0.517183,
pipuck7,-8.36719,0.820312,0.328125,0.515359,
pipuck7,-8.03906,0.820312,0.328125,0.515359,
pipuck7,-9.02344,0.492188,0.328125,0.511724,
pipuck7,-8.77734,0.574219,0.164062,0.511822,
pipuck7,-8.61328,0.574219,0.164062,0.511834,
pipuck7,-8.77734,0.410156,0.164062,0.511091,
pipuck7,-8.61328,0.410156,0.164062,0.5089,
pipuck7,-9.10547,0.246094,0.164062,0.50466,
pipuck7,-8.94141,0.246094,0.164062,0.50466,
pipuck7,-9.10547,0.0820312,0.164062,0.50466,
pipuck7,-8.94141,0.0820312,0.164062,0.508848,
pipuck7,-8.77734,0.246094,0.164062,0.504694,
pipuck7,-8.61328,0.246094,0.164062,0.508437,
pipuck7,-8.77734,0.0820312,0.164062,0.507774,
pipuck7,-8.61328,0.0820312,0.164062,0.506579,
pipuck7,-8.44922,0.574219,0.164062,0.511782,
pipuck7,-8.28516,0.574219,0.164062,0.516507,
pipuck7,-8.44922,0.410156,0.164062,0.50624,
pipuck7,-8.28516,0.410156,0.164062,0.517045,
pipuck7,-8.12109,0.574219,0.164062,0.519152,
pipuck7,-7.95703,0.574219,0.164062,0.519235,
pipuck7,-8.12109,0.410156,0.164062,0.496768,
pipuck7,-7.95703,0.410156,0.164062,0.500115,
pipuck7,-8.44922,0.246094,0.164062,0.506569,
pipuck7,-8.28516,0.246094,0.164062,0.499991,
pipuck7,-8.44922,0.0820312,0.164062,0.504915,
pipuck7,-8.28516,0.0820312,0.164062,0.50511,
pipuck7,-8.12109,0.246094,0.164062,0.496006,
pipuck7,-7.95703,0.246094,0.164062,0.288437,
pipuck7,-8.12109,0.0820312,0.164062,0.500189,
pipuck7,-7.95703,0.0820312,0.164062,0.502328,
pipuck7,-7.71094,2.46094,0.328125,0.591739,
pipuck7,-7.38281,2.46094,0.328125,0.604417,
pipuck7,-7.79297,2.21484,0.164062,0.603645,
pipuck7,-7.62891,2.21484,0.164062,0.603776,
pipuck7,-7.79297,2.05078,0.164062,0.561391,
pipuck7,-7.62891,2.05078,0.164062,0.590866,
pipuck7,-7.46484,2.21484,0.164062,0.592542,
pipuck7,-7.30078,2.21484,0.164062,0.591611,
pipuck7,-7.46484,2.05078,0.164062,0.595439,
pipuck7,-7.30078,2.05078,0.164062,0.563817,
pipuck7,-6.89062,2.29688,0.65625,0.623657,
pipuck7,-7.79297,1.88672,0.164062,0.553245,
pipuck7,-7.62891,1.88672,0.164062,0.568263,
pipuck7,-7.79297,1.72266,0.164062,0.521668,
pipuck7,-7.62891,1.72266,0.164062,0.51248,
pipuck7,-7.38281,1.80469,0.328125,0.559532,
pipuck7,-7.71094,1.47656,0.328125,0.542794,
pipuck7,-7.46484,1.55859,0.164062,0.611718,
pipuck7,-7.30078,1.55859,0.164062,0.618354,
